dataset,seed,lambda,auc_roc,neg_brier
Blood Transfusion,1,0.5,0.782041910331384,-0.14521105934802336
Blood Transfusion,1,0.6,0.782041910331384,-0.1452063808740746
Blood Transfusion,1,0.7,0.7810672514619883,-0.14521574763018433
Blood Transfusion,1,0.8,0.7803362573099415,-0.14524454147135082
Blood Transfusion,1,0.9,0.7805799220272904,-0.14529996552957092
Blood Transfusion,1,1.0,0.7805799220272904,-0.14539143083107314
Blood Transfusion,1,1.1,0.7805799220272905,-0.145530711749123
Blood Transfusion,1,1.2,0.7815545808966862,-0.1457314746913524
Blood Transfusion,1,1.3,0.7805799220272905,-0.14600760523355913
Blood Transfusion,1,1.4,0.7778996101364523,-0.14636984031409617
Blood Transfusion,1,1.5,0.7791179337231969,-0.14682094622064473
Blood Transfusion,1,1.6,0.7791179337231968,-0.14735116039301616
Blood Transfusion,1,1.7,0.7769249512670566,-0.14793686744022544
Blood Transfusion,1,1.8,0.7740009746588694,-0.14854468111290017
Blood Transfusion,1,1.9,0.7691276803118907,-0.14913982016672575
Blood Transfusion,1,2.0,0.7671783625730993,-0.14969457984150514
Blood Transfusion,2,0.0,0.7751552795031055,-0.1516626628531186
Blood Transfusion,2,0.1,0.7741614906832296,-0.15148003182038058
Blood Transfusion,2,0.2,0.773664596273292,-0.1512817484080534
Blood Transfusion,2,0.3,0.7736645962732918,-0.15106817156501748
Blood Transfusion,2,0.4,0.7714285714285714,-0.1508410312133896
Blood Transfusion,2,0.5,0.7706832298136645,-0.1506040718876981
Blood Transfusion,2,0.6,0.7709316770186335,-0.15036352342560008
Blood Transfusion,2,0.7,0.7709316770186336,-0.15012765197841124
Blood Transfusion,2,0.8,0.7724223602484472,-0.14990402453106597
Blood Transfusion,2,0.9,0.7721739130434782,-0.14969344681270166
Blood Transfusion,2,1.0,0.7721739130434783,-0.14948456312856745
Blood Transfusion,2,1.1,0.7711801242236025,-0.14927012540112614
Blood Transfusion,2,1.2,0.7706832298136644,-0.14913341249490103
Blood Transfusion,2,1.3,0.7751552795031055,-0.14940667731115387
Blood Transfusion,2,1.4,0.7711801242236025,-0.1506062031591674
Blood Transfusion,2,1.5,0.7669565217391304,-0.15287061631552618
Blood Transfusion,2,1.6,0.7632298136645962,-0.15570196391236701
Blood Transfusion,2,1.7,0.7607453416149068,-0.15848327490599726
Blood Transfusion,2,1.8,0.7607453416149068,-0.16088527305758565
Blood Transfusion,2,1.9,0.7577639751552795,-0.16283899121783274
Blood Transfusion,2,2.0,0.7575155279503105,-0.1643933510901754
Blood Transfusion,3,0.0,0.706832298136646,-0.15821778663216013
Blood Transfusion,3,0.1,0.7085714285714285,-0.15793687400464965
Blood Transfusion,3,0.2,0.7093167701863354,-0.15764012019126789
Blood Transfusion,3,0.3,0.7103105590062112,-0.15732739040536625
Blood Transfusion,3,0.4,0.7120496894409939,-0.15699893870877857
Blood Transfusion,3,0.5,0.7118012422360249,-0.1566555625595437
Blood Transfusion,3,0.6,0.7147826086956521,-0.15629879442124936
Blood Transfusion,3,0.7,0.7157763975155279,-0.15593112847886986
Blood Transfusion,3,0.8,0.7160248447204969,-0.1555562707552604
Blood Transfusion,3,0.9,0.7182608695652174,-0.15517938433552125
Blood Transfusion,3,1.0,0.7214906832298136,-0.1548072766493265
Blood Transfusion,3,1.1,0.724472049689441,-0.15444844456248005
Blood Transfusion,3,1.2,0.7262111801242237,-0.1541128643100114
Blood Transfusion,3,1.3,0.7291925465838509,-0.15381140821516576
Blood Transfusion,3,1.4,0.7314285714285714,-0.1535548234129645
Blood Transfusion,3,1.5,0.7356521739130436,-0.15335235524291782
Blood Transfusion,3,1.6,0.7341614906832299,-0.153210339179887
Blood Transfusion,3,1.7,0.7363975155279503,-0.15313133004961027
Blood Transfusion,3,1.8,0.7391304347826088,-0.1531143924242788
Blood Transfusion,3,1.9,0.7401242236024844,-0.15315685376541366
Blood Transfusion,3,2.0,0.7396273291925465,-0.15325715391373196
Blood Transfusion,4,0.0,0.709192546583851,-0.15714187924783254
Blood Transfusion,4,0.1,0.7101863354037268,-0.15697022493551965
Blood Transfusion,4,0.2,0.7111801242236024,-0.15677760876472924
Blood Transfusion,4,0.3,0.7116770186335404,-0.15656040856771913
Blood Transfusion,4,0.4,0.712670807453416,-0.15631434421506882
Blood Transfusion,4,0.5,0.7131677018633541,-0.15603451358358011
Blood Transfusion,4,0.6,0.713416149068323,-0.15571572018627877
Blood Transfusion,4,0.7,0.7151552795031056,-0.15535357519326462
Blood Transfusion,4,0.8,0.7156521739130435,-0.15494753454005614
Blood Transfusion,4,0.9,0.7159006211180124,-0.15450837766899228
Blood Transfusion,4,1.0,0.7191304347826087,-0.15407405262343435
Blood Transfusion,4,1.1,0.7188819875776398,-0.1537334816394839
Blood Transfusion,4,1.2,0.7211180124223602,-0.15363111625653075
Blood Transfusion,4,1.3,0.7201242236024845,-0.15388684283890516
Blood Transfusion,4,1.4,0.718136645962733,-0.15445831384769254
Blood Transfusion,4,1.5,0.7149068322981367,-0.15517024115347197
Blood Transfusion,4,1.6,0.7131677018633541,-0.15590490274039073
Blood Transfusion,4,1.7,0.709689440993789,-0.15665830493968344
Blood Transfusion,4,1.8,0.7064596273291925,-0.15745965959222238
Blood Transfusion,4,1.9,0.7072049689440995,-0.15831320300099838
Blood Transfusion,4,2.0,0.7049689440993789,-0.15919560448055983
Tic-Tac-Toe,0,0.0,0.9998805970149254,-0.04097965422146776
Tic-Tac-Toe,0,0.1,1.0,-0.04018644514239656
Tic-Tac-Toe,0,0.2,1.0,-0.03916547204864414
Tic-Tac-Toe,0,0.3,1.0,-0.03780884819518002
Tic-Tac-Toe,0,0.4,1.0,-0.0359366810108255
Tic-Tac-Toe,0,0.5,1.0,-0.033245606850697815
Tic-Tac-Toe,0,0.6,1.0,-0.029293719936551024
Tic-Tac-Toe,0,0.7,1.0,-0.02427017125351677
Tic-Tac-Toe,0,0.8,1.0,-0.027619489521439083
Tic-Tac-Toe,0,0.9,1.0,-0.08191073581857278
Tic-Tac-Toe,0,1.0,0.9811343283582089,-0.1285532366829184
Tic-Tac-Toe,0,1.1,0.9499701492537314,-0.14514053971237917
Tic-Tac-Toe,0,1.2,0.9299104477611941,-0.1518119044315627
Tic-Tac-Toe,0,1.3,0.9179701492537313,-0.15505648449609827
Tic-Tac-Toe,0,1.4,0.9111641791044776,-0.15686619277931005
Tic-Tac-Toe,0,1.5,0.9074626865671641,-0.15797816155722338
Tic-Tac-Toe,0,1.6,0.9043582089552239,-0.15871150339910242
Tic-Tac-Toe,0,1.7,0.9007761194029851,-0.15922178178779278
Tic-Tac-Toe,0,1.8,0.8985074626865672,-0.15959203848635153
Tic-Tac-Toe,0,1.9,0.8975522388059701,-0.159869868425682
Tic-Tac-Toe,0,2.0,0.8965970149253731,-0.16008415031672754
Tic-Tac-Toe,1,0.0,0.9977152477152478,-0.04572485188856188
Tic-Tac-Toe,1,0.1,0.997955747955748,-0.04501663181436429
Tic-Tac-Toe,1,0.2,0.9980759980759981,-0.0441028908369104
Tic-Tac-Toe,1,0.3,0.9983164983164984,-0.042882638577029196
Tic-Tac-Toe,1,0.4,0.9986772486772487,-0.04118083717052815
Tic-Tac-Toe,1,0.5,0.9995189995189996,-0.03867773524648518
Tic-Tac-Toe,1,0.6,1.0,-0.03479554355357378
Tic-Tac-Toe,1,0.7,1.0,-0.029069721835088574
Tic-Tac-Toe,1,0.8,1.0,-0.03127179689239846
Tic-Tac-Toe,1,0.9,0.9984367484367485,-0.09740643350083983
Tic-Tac-Toe,1,1.0,0.9663299663299663,-0.13848260751741148
Tic-Tac-Toe,1,1.1,0.940957190957191,-0.14953987132925084
Tic-Tac-Toe,1,1.2,0.9285714285714285,-0.15339966431342233
Tic-Tac-Toe,1,1.3,0.9231601731601732,-0.15509273670252277
Tic-Tac-Toe,1,1.4,0.9202741702741704,-0.1559541730447095
Tic-Tac-Toe,1,1.5,0.9183501683501684,-0.15643852499251112
Tic-Tac-Toe,1,1.6,0.9175084175084175,-0.1567307438132309
Tic-Tac-Toe,1,1.7,0.9165464165464166,-0.15691635602004375
Tic-Tac-Toe,1,1.8,0.9157046657046657,-0.1570388680992101
Tic-Tac-Toe,1,1.9,0.9153439153439153,-0.15712209961851573
Tic-Tac-Toe,1,2.0,0.9148629148629149,-0.15717987421740984
Tic-Tac-Toe,2,0.0,0.9997611940298508,-0.04384347626537904
Tic-Tac-Toe,2,0.1,0.9998805970149254,-0.04258006582228929
Tic-Tac-Toe,2,0.2,0.9998805970149254,-0.04099873844237144
Tic-Tac-Toe,2,0.3,1.0,-0.03897632597259564
Tic-Tac-Toe,2,0.4,1.0,-0.03633146279114969
Tic-Tac-Toe,2,0.5,1.0,-0.032811060533366604
Tic-Tac-Toe,2,0.6,1.0,-0.028148152069349498
Tic-Tac-Toe,2,0.7,1.0,-0.02249535296259401
Tic-Tac-Toe,2,0.8,1.0,-0.01817747358578096
Tic-Tac-Toe,2,0.9,1.0,-0.025049951034500934
Tic-Tac-Toe,2,1.0,1.0,-0.06480552600058938
Tic-Tac-Toe,2,1.1,0.9921194029850746,-0.11126881538495688
Tic-Tac-Toe,2,1.2,0.9574925373134329,-0.13613589994709338
Tic-Tac-Toe,2,1.3,0.9272835820895523,-0.14807156646700842
Tic-Tac-Toe,2,1.4,0.9067462686567164,-0.15429966647030688
Tic-Tac-Toe,2,1.5,0.8930149253731343,-0.15787591430407394
Tic-Tac-Toe,2,1.6,0.8858507462686568,-0.16009787343880727
Tic-Tac-Toe,2,1.7,0.8792835820895523,-0.16156674006378033
Tic-Tac-Toe,2,1.8,0.8755820895522388,-0.1625865276999152
Tic-Tac-Toe,2,1.9,0.8728358208955224,-0.1633229171045855
Tic-Tac-Toe,2,2.0,0.8709253731343284,-0.16387199183593645
Tic-Tac-Toe,3,0.0,0.9992835820895523,-0.04936536998823845
Tic-Tac-Toe,3,0.1,0.9992835820895523,-0.04825912725626239
Tic-Tac-Toe,3,0.2,0.9992835820895523,-0.04684684612950831
Tic-Tac-Toe,3,0.3,0.9992835820895523,-0.04499386001008641
Tic-Tac-Toe,3,0.4,0.9998805970149254,-0.04248876020188761
Tic-Tac-Toe,3,0.5,1.0,-0.03901260899731052
Tic-Tac-Toe,3,0.6,1.0,-0.03421139479052068
Tic-Tac-Toe,3,0.7,1.0,-0.02851358026502332
Tic-Tac-Toe,3,0.8,1.0,-0.02715378167048473
Tic-Tac-Toe,3,0.9,1.0,-0.05316876114969763
Tic-Tac-Toe,3,1.0,0.9971343283582089,-0.10472723054044986
Tic-Tac-Toe,3,1.1,0.9675223880597015,-0.13330901014313268
Tic-Tac-Toe,3,1.2,0.9364776119402985,-0.14583670393517642
Tic-Tac-Toe,3,1.3,0.9159402985074627,-0.1519580260329002
Tic-Tac-Toe,3,1.4,0.9025671641791045,-0.15534127504819026
Tic-Tac-Toe,3,1.5,0.8958805970149254,-0.15739987305940917
Tic-Tac-Toe,3,1.6,0.8890746268656716,-0.15874674074478937
Tic-Tac-Toe,3,1.7,0.8852537313432837,-0.15967834563097733
Tic-Tac-Toe,3,1.8,0.8819104477611941,-0.16035143718928524
Tic-Tac-Toe,3,1.9,0.8805970149253731,-0.16085504159402228
Tic-Tac-Toe,3,2.0,0.879641791044776,-0.1612427454844908
Tic-Tac-Toe,4,0.0,0.9955820895522388,-0.04657909084195928
Tic-Tac-Toe,4,0.1,0.9961791044776119,-0.044710780693117395
Tic-Tac-Toe,4,0.2,0.9966567164179104,-0.04239988586759582
Tic-Tac-Toe,4,0.3,0.9970149253731344,-0.039511741151948485
Tic-Tac-Toe,4,0.4,0.9979701492537314,-0.03589724707764854
Tic-Tac-Toe,4,0.5,0.9984477611940299,-0.03147547972647246
Tic-Tac-Toe,4,0.6,0.9991641791044776,-0.026504743565329725
Tic-Tac-Toe,4,0.7,0.9995223880597014,-0.022187939953151933
Tic-Tac-Toe,4,0.8,0.9995223880597014,-0.021541236490972986
Tic-Tac-Toe,4,0.9,0.9991641791044776,-0.03140892205964249
Tic-Tac-Toe,4,1.0,0.994268656716418,-0.05941593109896187
Tic-Tac-Toe,4,1.1,0.9866268656716418,-0.09267135860070236
Tic-Tac-Toe,4,1.2,0.9718208955223882,-0.11652908649357774
Tic-Tac-Toe,4,1.3,0.9522388059701492,-0.131219345642515
Tic-Tac-Toe,4,1.4,0.9332537313432836,-0.1402925469031918
Tic-Tac-Toe,4,1.5,0.9182089552238806,-0.14615327454173654
Tic-Tac-Toe,4,1.6,0.9053134328358209,-0.15012975690450875
Tic-Tac-Toe,4,1.7,0.8951641791044777,-0.1529490946999619
Tic-Tac-Toe,4,1.8,0.8893134328358209,-0.15502399598056862
Tic-Tac-Toe,4,1.9,0.8850149253731343,-0.15659951699795238
Tic-Tac-Toe,4,2.0,0.8802388059701494,-0.15782765079489136
Climate Crashes,0,0.0,0.9955106621773289,-0.02409326323207796
Climate Crashes,0,0.1,0.9955106621773289,-0.02410926513639782
Climate Crashes,0,0.2,0.9955106621773289,-0.02412971659694573
Climate Crashes,0,0.3,0.9943883277216611,-0.02415645250611526
Climate Crashes,0,0.4,0.9943883277216611,-0.024192091174116116
Climate Crashes,0,0.5,0.9943883277216611,-0.024239783735001793
Climate Crashes,0,0.6,0.9943883277216611,-0.0243019900778739
Climate Crashes,0,0.7,0.9966329966329965,-0.02441419633900901
Climate Crashes,0,0.8,0.9932659932659932,-0.025365612855270697
Climate Crashes,0,0.9,0.9887766554433222,-0.03090457785123951
Climate Crashes,0,1.0,0.9730639730639731,-0.03777672097471151
Climate Crashes,0,1.1,0.9708193041526375,-0.04127976329859872
Climate Crashes,0,1.2,0.9708193041526376,-0.042945958249354176
Climate Crashes,0,1.3,0.9708193041526376,-0.043837073555166556
Climate Crashes,0,1.4,0.9708193041526375,-0.044368645005967905
Climate Crashes,0,1.5,0.9708193041526375,-0.044713298294574114
Climate Crashes,0,1.6,0.9708193041526375,-0.04495125721083845
Climate Crashes,0,1.7,0.9708193041526375,-0.04512367917705739
Climate Crashes,0,1.8,0.9708193041526375,-0.045253445204513555
Climate Crashes,0,1.9,0.9708193041526375,-0.04535412762903429
Climate Crashes,0,2.0,0.9708193041526375,-0.04543421409916505
Climate Crashes,1,0.0,0.984287317620651,-0.02824191408743017
Climate Crashes,1,0.1,0.984287317620651,-0.028213438944764246
Climate Crashes,1,0.2,0.984287317620651,-0.028179937672626356
Climate Crashes,1,0.3,0.9831649831649832,-0.02814107312083512
Climate Crashes,1,0.4,0.9831649831649832,-0.028098570789487628
Climate Crashes,1,0.5,0.9831649831649832,-0.02806236195460071
Climate Crashes,1,0.6,0.9831649831649832,-0.028075407085301936
Climate Crashes,1,0.7,0.9831649831649832,-0.028312721667078225
Climate Crashes,1,0.8,0.9820426487093155,-0.029097678121754292
Climate Crashes,1,0.9,0.9764309764309764,-0.028192094803081207
Climate Crashes,1,1.0,0.962962962962963,-0.030116855303747622
Climate Crashes,1,1.1,0.962962962962963,-0.03204199731869269
Climate Crashes,1,1.2,0.962962962962963,-0.03285468787584729
Climate Crashes,1,1.3,0.962962962962963,-0.03324687782673011
Climate Crashes,1,1.4,0.962962962962963,-0.03346586700814819
Climate Crashes,1,1.5,0.962962962962963,-0.033601813828931536
Climate Crashes,1,1.6,0.962962962962963,-0.03369291602661421
Climate Crashes,1,1.7,0.962962962962963,-0.033757537310051995
Climate Crashes,1,1.8,0.962962962962963,-0.03380541610046378
Climate Crashes,1,1.9,0.962962962962963,-0.03384212789437985
Climate Crashes,1,2.0,0.962962962962963,-0.03387106541820065
Climate Crashes,2,0.0,0.9820426487093153,-0.034917680663721945
Climate Crashes,2,0.1,0.9820426487093153,-0.03476342575893849
Climate Crashes,2,0.2,0.9820426487093153,-0.03458123140248119
Climate Crashes,2,0.3,0.9820426487093153,-0.03436636944497387
Climate Crashes,2,0.4,0.9831649831649831,-0.03411747252005567
Climate Crashes,2,0.5,0.9831649831649831,-0.03384692882868115
Climate Crashes,2,0.6,0.9854096520763187,-0.03361481002163587
Climate Crashes,2,0.7,0.9865319865319866,-0.033657093867793975
Climate Crashes,2,0.8,0.984287317620651,-0.035054993624758515
Climate Crashes,2,0.9,0.9730639730639731,-0.04094211058387734
Climate Crashes,2,1.0,0.9472502805836139,-0.04838651795011986
Climate Crashes,2,1.1,0.9225589225589225,-0.052410097602035445
Climate Crashes,2,1.2,0.9214365881032547,-0.05427693439716698
Climate Crashes,2,1.3,0.9191919191919191,-0.055222452931270996
Climate Crashes,2,1.4,0.9191919191919191,-0.05575414568436109
Climate Crashes,2,1.5,0.9191919191919191,-0.05607971291030364
Climate Crashes,2,1.6,0.9180695847362513,-0.05629269308092583
Climate Crashes,2,1.7,0.9180695847362513,-0.05643941074544155
Climate Crashes,2,1.8,0.9180695847362513,-0.05654472334974575
Climate Crashes,2,1.9,0.9180695847362513,-0.056622877282997926
Climate Crashes,2,2.0,0.9180695847362513,-0.05668249248803278
Climate Crashes,3,0.0,0.9809203142536476,-0.031810939543193195
Climate Crashes,3,0.1,0.9820426487093153,-0.031815805114907156
Climate Crashes,3,0.2,0.9820426487093153,-0.031825247764622366
Climate Crashes,3,0.3,0.9820426487093153,-0.03184168876778869
Climate Crashes,3,0.4,0.9820426487093153,-0.03186887155723166
Climate Crashes,3,0.5,0.9809203142536476,-0.031912633491579516
Climate Crashes,3,0.6,0.9809203142536476,-0.03198228660978452
Climate Crashes,3,0.7,0.9797979797979798,-0.03209375901596574
Climate Crashes,3,0.8,0.9797979797979798,-0.03227882361292676
Climate Crashes,3,0.9,0.9797979797979798,-0.032613297767115114
Climate Crashes,3,1.0,0.978675645342312,-0.03328254118888426
Climate Crashes,3,1.1,0.9820426487093155,-0.03462268356873097
Climate Crashes,3,1.2,0.9797979797979799,-0.0368425252707571
Climate Crashes,3,1.3,0.9741863075196409,-0.03954266111757623
Climate Crashes,3,1.4,0.9696969696969697,-0.04203067349226354
Climate Crashes,3,1.5,0.9652076318742986,-0.043964343656495625
Climate Crashes,3,1.6,0.9539842873176206,-0.04535727807733046
Climate Crashes,3,1.7,0.9438832772166106,-0.04634014069119163
Climate Crashes,3,1.8,0.9450056116722784,-0.047037554151101675
Climate Crashes,3,1.9,0.9427609427609428,-0.04754057619725239
Climate Crashes,3,2.0,0.9427609427609428,-0.04791062434927958
Climate Crashes,4,0.0,0.9955106621773288,-0.019322469724558554
Climate Crashes,4,0.1,0.9955106621773288,-0.019321553514430212
Climate Crashes,4,0.2,0.9955106621773288,-0.019321189821956807
Climate Crashes,4,0.3,0.9955106621773288,-0.019321851420195886
Climate Crashes,4,0.4,0.9955106621773288,-0.019324427756836387
Climate Crashes,4,0.5,0.9955106621773288,-0.019330707088070002
Climate Crashes,4,0.6,0.9955106621773288,-0.019344669640519337
Climate Crashes,4,0.7,0.9955106621773288,-0.019376757684999454
Climate Crashes,4,0.8,0.9955106621773288,-0.01946296866221639
Climate Crashes,4,0.9,0.9966329966329965,-0.01979127342590184
Climate Crashes,4,1.0,0.994388327721661,-0.02183048639473212
Climate Crashes,4,1.1,0.9932659932659932,-0.030397382192325236
Climate Crashes,4,1.2,0.9932659932659932,-0.036844651430753037
Climate Crashes,4,1.3,0.9910213243546576,-0.03884078462202659
Climate Crashes,4,1.4,0.9898989898989898,-0.0395304383777089
Climate Crashes,4,1.5,0.9898989898989898,-0.039820596259109324
Climate Crashes,4,1.6,0.9887766554433222,-0.03996015998855235
Climate Crashes,4,1.7,0.9887766554433222,-0.04003328179441167
Climate Crashes,4,1.8,0.9887766554433222,-0.040073652449568266
Climate Crashes,4,1.9,0.9887766554433222,-0.040096539056311685
Climate Crashes,4,2.0,0.9876543209876543,-0.0401095287330879
Phoneme,0,0.0,0.9298065965283169,-0.09464753938166913
Phoneme,0,0.1,0.9298231126232515,-0.09458033091858666
Phoneme,0,0.2,0.9299552413827276,-0.09450047072897265
Phoneme,0,0.3,0.93008324111847,-0.09440486479821537
Phoneme,0,0.4,0.9303474986374222,-0.09429029984962471
Phoneme,0,0.5,0.9306365302987761,-0.09415554437347536
Phoneme,0,0.6,0.9310246585297373,-0.09400952289694142
Phoneme,0,0.7,0.9311939485028161,-0.09389998246511862
Phoneme,0,0.8,0.9308801426990603,-0.09400822821797652
Phoneme,0,0.9,0.9219738385056238,-0.09881588038470124
Phoneme,0,1.0,0.8938758319982825,-0.12040183300874979
Phoneme,0,1.1,0.8770996085685501,-0.12984923902437712
Phoneme,0,1.2,0.871698845524964,-0.13276247902932053
Phoneme,0,1.3,0.8695517531834772,-0.13385410280816232
Phoneme,0,1.4,0.8686681421044808,-0.13433059176584447
Phoneme,0,1.5,0.8682222075412489,-0.1345588050476231
Phoneme,0,1.6,0.8678836275950914,-0.1346733564506635
Phoneme,0,1.7,0.8677308537169471,-0.13473106624380207
Phoneme,0,1.8,0.867664789337209,-0.13475852732656976
Phoneme,0,1.9,0.8676813054321436,-0.13476919057615253
Phoneme,0,2.0,0.8676524022660081,-0.13477027597603677
Phoneme,1,0.0,0.9584229745212954,-0.07232250255889926
Phoneme,1,0.1,0.958501281765952,-0.07222946344551076
Phoneme,1,0.2,0.9586249247838308,-0.07211447878111965
Phoneme,1,0.3,0.9586908677266995,-0.07196913091104601
Phoneme,1,0.4,0.9588309964802955,-0.07178049854515137
Phoneme,1,0.5,0.9591030111196287,-0.0715285017237195
Phoneme,1,0.6,0.9593626614571742,-0.0711839464133633
Phoneme,1,0.7,0.9595398831161338,-0.07072795146663563
Phoneme,1,0.8,0.9595027902107701,-0.07044858720265774
Phoneme,1,0.9,0.9527436385667302,-0.07952543279983103
Phoneme,1,1.0,0.901386450373814,-0.11914612133369071
Phoneme,1,1.1,0.8800415440540071,-0.12899557997878452
Phoneme,1,1.2,0.8750917019049267,-0.13116835603746876
Phoneme,1,1.3,0.8734843426725026,-0.1318274747457096
Phoneme,1,1.4,0.8729279490920482,-0.13205766932993362
Phoneme,1,1.5,0.8727589703009471,-0.1321363655697879
Phoneme,1,1.6,0.8727754560366643,-0.13215431000660813
Phoneme,1,1.7,0.8728207918098865,-0.13214627817821506
Phoneme,1,1.8,0.872899099054543,-0.13212707360524983
Phoneme,1,1.9,0.8730144992045632,-0.13210344821444894
Phoneme,1,2.0,0.873068077845644,-0.13207860856714915
Phoneme,2,0.0,0.9487381703470031,-0.08077810391206963
Phoneme,2,0.1,0.9488372669166102,-0.08070139675073751
Phoneme,2,0.2,0.9489446215336846,-0.08060526043986589
Phoneme,2,0.3,0.9490684922456933,-0.08048144100207985
Phoneme,2,0.4,0.949229524171305,-0.08031646480718205
Phoneme,2,0.5,0.9493946851206501,-0.08008717564838978
Phoneme,2,0.6,0.9496713297108031,-0.0797522587256758
Phoneme,2,0.7,0.9500222967281615,-0.07924557335359916
Phoneme,2,0.8,0.9509100368308916,-0.07868220014004218
Phoneme,2,0.9,0.9438328901514527,-0.09107560423179317
Phoneme,2,1.0,0.9023279435810196,-0.11940377206528179
Phoneme,2,1.1,0.8918567393925381,-0.12424192109982884
Phoneme,2,1.2,0.8891315837283432,-0.12543296480155033
Phoneme,2,1.3,0.8882314565544123,-0.1258542452935345
Phoneme,2,1.4,0.8877937800386477,-0.12603511979152796
Phoneme,2,1.5,0.8875625547095644,-0.12612171486202084
Phoneme,2,1.6,0.8874180388788876,-0.12616561802050447
Phoneme,2,1.7,0.8873808776652848,-0.12618822566898916
Phoneme,2,1.8,0.8874304259500884,-0.12619947301941897
Phoneme,2,1.9,0.8874262969263549,-0.1262043718648467
Phoneme,2,2.0,0.8874510710687564,-0.12620561380227788
Phoneme,3,0.0,0.9531149355046492,-0.07748794324970382
Phoneme,3,0.1,0.9531768708606536,-0.07743537779783499
Phoneme,3,0.2,0.9532635803590599,-0.07737532784384539
Phoneme,3,0.3,0.9533461608337325,-0.07730750347222617
Phoneme,3,0.4,0.953573257139082,-0.07723365695941772
Phoneme,3,0.5,0.9536723537086891,-0.07716195289940221
Phoneme,3,0.6,0.9538540307529688,-0.07712063348155197
Phoneme,3,0.7,0.9538127405156324,-0.07720237802544064
Phoneme,3,0.8,0.9534989347118767,-0.07770402061590291
Phoneme,3,0.9,0.9496589426396022,-0.08090484898963424
Phoneme,3,1.0,0.9287702115711761,-0.10186053399237191
Phoneme,3,1.1,0.9045452293259781,-0.11707303133332521
Phoneme,3,1.2,0.8949493781690258,-0.12208164707629605
Phoneme,3,1.3,0.8912415148562274,-0.12393772857053159
Phoneme,3,1.4,0.8895444861017061,-0.12474488285339887
Phoneme,3,1.5,0.8888549391381901,-0.12513613011738367
Phoneme,3,1.6,0.8884337787173601,-0.12533884245489163
Phoneme,3,1.7,0.8881984243645432,-0.12544743511478282
Phoneme,3,1.8,0.8881488760797398,-0.12550564005147083
Phoneme,3,1.9,0.8880745536525345,-0.12553546520403414
Phoneme,3,2.0,0.8879919731778618,-0.1255487190582222
Phoneme,4,0.0,0.9601218887806168,-0.07083818629258566
Phoneme,4,0.1,0.960163179017953,-0.07067859108734549
Phoneme,4,0.2,0.9602540175400929,-0.07048394560329502
Phoneme,4,0.3,0.96039853337077,-0.07024259491001579
Phoneme,4,0.4,0.960629758699853,-0.06993856233210496
Phoneme,4,0.5,0.9608362098865345,-0.06955226504403421
Phoneme,4,0.6,0.9612367251886964,-0.06907248374243287
Phoneme,4,0.7,0.9614142732092426,-0.06857294858915633
Phoneme,4,0.8,0.9608898871950717,-0.06876923101383048
Phoneme,4,0.9,0.9547087386658298,-0.07899943012059363
Phoneme,4,1.0,0.9248311229292945,-0.10670979340824831
Phoneme,4,1.1,0.9023857499132905,-0.11868368847108661
Phoneme,4,1.2,0.8937643483574742,-0.12278521834365756
Phoneme,4,1.3,0.8895527441491733,-0.12448158810724476
Phoneme,4,1.4,0.8875542966620972,-0.1253015937378428
Phoneme,4,1.5,0.8865592019422928,-0.12574327604829957
Phoneme,4,1.6,0.8859728805721175,-0.12599993136178472
Phoneme,4,1.7,0.88563430062596,-0.12615739508629883
Phoneme,4,1.8,0.8854154623680777,-0.12625786758759086
Phoneme,4,1.9,0.8852915916560689,-0.12632379135711577
Phoneme,4,2.0,0.8851842370389945,-0.12636786518087
